id,level_id,question,code_snippet,options,language,tags
c82558f2-be4e-40d1-8216-64dcc546f05a,cfafc13a-b24f-4293-842d-b16f35cbfa36,What will this code log?,"const arr = [1, 2, 3, 4];
const res = arr.slice(1, 3);
console.log(res);","[{""text"":""`[2, 3]`"",""is_correct"":true},{""text"":""`[2, 3, 4]`"",""is_correct"":false},{""text"":""`[1, 2]`"",""is_correct"":false},{""text"":""`[1, 2, 3]`"",""is_correct"":false}]",javascript,"[""SLICE"",""ARRAYS""]"
cabddf4f-4fbd-41b3-b926-52ed1e0154c4,762caa41-9401-4119-b7b0-f2ed5a6c6cda,Which method is best for **checking** if at least one element matches a condition?,,"[{""text"":""`some`"",""is_correct"":true},{""text"":""`every`"",""is_correct"":false},{""text"":""`filter`"",""is_correct"":false},{""text"":""`find`"",""is_correct"":false}]",javascript,"[""SOME"",""PREDICATE""]"
cac3a60e-faec-451d-98c1-d75a9049b6ff,d9537b41-8ea2-4900-96b7-3584192a082d,What will this code log?,"localStorage.setItem(`count`, `5`);
console.log(localStorage.getItem(`count`));","[{""text"":""`5` as a string"",""is_correct"":true},{""text"":""`5` as a number"",""is_correct"":false},{""text"":""`undefined`"",""is_correct"":false},{""text"":""`null`"",""is_correct"":false}]",javascript,"[""LOCALSTORAGE"",""STRINGS""]"
caec629a-2dc7-4ac4-8c04-215d30440426,d9537b41-8ea2-4900-96b7-3584192a082d,What will this code do?,"const expires = new Date(Date.now() + 24 * 60 * 60 * 1000).toUTCString();
document.cookie = `token=abc; expires=` + expires + `; path=/`; ","[{""text"":""Set a cookie `token` that lives for about one day"",""is_correct"":true},{""text"":""Store `token` in `localStorage`"",""is_correct"":false},{""text"":""Throw a syntax error"",""is_correct"":false},{""text"":""Clear all cookies"",""is_correct"":false}]",javascript,"[""COOKIES"",""EXPIRES""]"
cd293202-5f69-4d13-957d-85695aab9ef9,d9537b41-8ea2-4900-96b7-3584192a082d,Which statement about time zones is correct?,,"[{""text"":""`Date` stores timestamps as milliseconds since the epoch in UTC"",""is_correct"":true},{""text"":""`Date` always stores local time"",""is_correct"":false},{""text"":""`Date` cannot represent UTC"",""is_correct"":false},{""text"":""Time zone is stored as part of the `Date` value"",""is_correct"":false}]",javascript,"[""DATE"",""TIMEZONES""]"
d0731698-0783-4f92-939c-7eecd406d92d,310f983b-d4b8-402d-9b7a-4c6126d07f03,Which function form is hoisted with its body?,,"[{""text"":""Function declaration"",""is_correct"":true},{""text"":""Function expression"",""is_correct"":false},{""text"":""Arrow function"",""is_correct"":false},{""text"":""Method shorthand in object"",""is_correct"":false}]",javascript,"[""FUNCTIONS"",""HOISTING""]"
d079e1c6-228b-4b4f-8cd8-3a28b0abbe1c,d89d3f51-2c37-44f6-9dfd-a01dce363be8,What will this code log?,"const obj = {
  value: 42,
  getValue() {
    console.log(this.value);
  }
};
obj.getValue();","[{""text"":""`42`"",""is_correct"":true},{""text"":""`undefined`"",""is_correct"":false},{""text"":""`ReferenceError`"",""is_correct"":false},{""text"":""`null`"",""is_correct"":false}]",javascript,"[""METHODS"",""THIS""]"
d1ae8429-9f27-41f9-9ea3-b8471ca1d970,cb318465-447a-4257-94dc-07b23e9cfd06,Which statement about `Object.is` is correct?,,"[{""text"":""`Object.is` treats `NaN` as equal to `NaN` and distinguishes `+0` from `-0`"",""is_correct"":true},{""text"":""`Object.is` behaves exactly like `===` in all cases"",""is_correct"":false},{""text"":""`Object.is` performs type coercion like `==`"",""is_correct"":false},{""text"":""`Object.is` can only compare objects"",""is_correct"":false}]",javascript,"[""OBJECT_IS"",""COMPARISON""]"
d6487c72-8db1-4762-8579-b37faaa9be0e,983eefee-33d0-415c-b86a-0b5dac3df2f9,Which method is best for selecting a single element by CSS selector?,,"[{""text"":""`document.querySelector`"",""is_correct"":true},{""text"":""`document.getElementById`"",""is_correct"":false},{""text"":""`document.querySelectorAll`"",""is_correct"":false},{""text"":""`document.getElementsByClassName`"",""is_correct"":false}]",javascript,"[""DOM"",""SELECTORS""]"
d7e0b01f-3186-42d9-8432-b32c89b0d5ab,c1ddc588-ffe6-4c50-aebb-a59bd8ef8d7d,What will this code log?,"const obj = { a: 1 };
Object.freeze(obj);
obj.a = 2;
console.log(obj.a);","[{""text"":""`1`"",""is_correct"":true},{""text"":""`2`"",""is_correct"":false},{""text"":""`undefined`"",""is_correct"":false},{""text"":""`NaN`"",""is_correct"":false}]",javascript,"[""FREEZE"",""IMMUTABILITY""]"
d8b5b647-1530-44a6-b10d-d272a5dfc805,cb318465-447a-4257-94dc-07b23e9cfd06,What will this log?,"console.log(`5` == 5, `5` === 5);","[{""text"":""`true false`"",""is_correct"":true},{""text"":""`false true`"",""is_correct"":false},{""text"":""`true true`"",""is_correct"":false},{""text"":""`false false`"",""is_correct"":false}]",javascript,"[""STRING_NUMBER"",""COERCION""]"
d94cf7a5-3a43-44e4-8eb9-e076932c4cc8,d89d3f51-2c37-44f6-9dfd-a01dce363be8,What will this code log?,"const obj = {
  value: 42,
  getValue() {
    console.log(this.value);
  }
};
const fn = obj.getValue;
fn();","[{""text"":""`undefined` in non-strict mode"",""is_correct"":true},{""text"":""`42`"",""is_correct"":false},{""text"":""`ReferenceError`"",""is_correct"":false},{""text"":""`null`"",""is_correct"":false}]",javascript,"[""THIS"",""LOST_CONTEXT""]"
db7e0bf2-f890-48b0-9d55-074a7127a831,d9d362e9-010f-4505-8d05-fdf2a6abf337,What will this code log?,"function mutate(obj) {
  obj.value = 2;
}
const o = { value: 1 };
mutate(o);
console.log(o.value);","[{""text"":""`2`"",""is_correct"":true},{""text"":""`1`"",""is_correct"":false},{""text"":""`undefined`"",""is_correct"":false},{""text"":""`ReferenceError`"",""is_correct"":false}]",javascript,"[""OBJECTS"",""MUTATION""]"
df1b228a-e9c6-46d6-b226-fe16d1bcc423,c731a21a-6a18-43ef-8d91-904cc7d3bc31,Which phase comes **first** in the DOM event flow?,,"[{""text"":""Capturing phase"",""is_correct"":true},{""text"":""Bubbling phase"",""is_correct"":false},{""text"":""Target phase"",""is_correct"":false},{""text"":""Trick question: there is no order"",""is_correct"":false}]",javascript,"[""EVENT_PHASES""]"
df3a15a4-496d-4839-8327-c29906ad6568,9759a2f9-6ab9-4cc8-8324-b646dd95c461,What is the type of a function that never returns (always throws or loops)?,,"[{""text"":""`never`"",""is_correct"":true},{""text"":""`void`"",""is_correct"":false},{""text"":""`any`"",""is_correct"":false},{""text"":""`unknown`"",""is_correct"":false}]",typescript,"[""NEVER""]"
e01bcb93-3fa6-4221-9cf8-20d0fda05f26,d89d3f51-2c37-44f6-9dfd-a01dce363be8,What is the main difference between `call` and `apply`?,,"[{""text"":""`call` takes arguments separately, `apply` takes them as an array"",""is_correct"":true},{""text"":""`call` changes `this`, `apply` does not"",""is_correct"":false},{""text"":""`apply` works only with `Promise`"",""is_correct"":false},{""text"":""They are completely identical"",""is_correct"":false}]",javascript,"[""CALL"",""APPLY""]"
e3976e7e-4d32-40f5-ad0c-692c2f982056,c731a21a-6a18-43ef-8d91-904cc7d3bc31,Which statement about timers and the event loop is correct?,,"[{""text"":""`setTimeout` callbacks run after the current call stack is empty"",""is_correct"":true},{""text"":""`setTimeout` with `0` always runs before any synchronous code"",""is_correct"":false},{""text"":""Timers run in a separate thread from JavaScript"",""is_correct"":false},{""text"":""`setInterval` guarantees exact timing"",""is_correct"":false}]",javascript,"[""EVENT_LOOP"",""TIMERS""]"
e9e1dfc3-94b2-4029-a1de-b831c4e73e73,310f983b-d4b8-402d-9b7a-4c6126d07f03,What does this code log?,"const foo = () => {};
console.log(typeof foo);","[{""text"":""`function`"",""is_correct"":true},{""text"":""`object`"",""is_correct"":false},{""text"":""`arrow`"",""is_correct"":false},{""text"":""`undefined`"",""is_correct"":false}]",javascript,"[""ARROW_FUNCTIONS"",""TYPEOF""]"
e9e2219f-4cf1-401f-911f-7f78cefe7f63,c1ddc588-ffe6-4c50-aebb-a59bd8ef8d7d,What does `Object.values(obj)` return?,,"[{""text"":""An array of enumerable own property values"",""is_correct"":true},{""text"":""An array of keys"",""is_correct"":false},{""text"":""A `Set` of values"",""is_correct"":false},{""text"":""A `Map` of entries"",""is_correct"":false}]",javascript,"[""OBJECTS"",""VALUES""]"
ea3ceb42-4afa-427c-8f7d-7a9f01962dab,d9d362e9-010f-4505-8d05-fdf2a6abf337,Which call correctly uses rest parameters?,"function logAll(...values) {
  console.log(values.length);
}","[{""text"":""`logAll(1, 2, 3)`"",""is_correct"":true},{""text"":""`logAll([1, 2, 3])`"",""is_correct"":false},{""text"":""`logAll(...[1, 2, 3])` only"",""is_correct"":false},{""text"":""`logAll(values: [1,2,3])`"",""is_correct"":false}]",javascript,"[""REST_PARAMETERS"",""CALLS""]"
eaafd5e9-92b6-451b-b381-11a9bf224442,c731a21a-6a18-43ef-8d91-904cc7d3bc31,How do you stop a repeating timer started with `setInterval`?,,"[{""text"":""Call `clearInterval(id)` with the returned id"",""is_correct"":true},{""text"":""Call `clearTimeout(id)`"",""is_correct"":false},{""text"":""Return `false` from the callback"",""is_correct"":false},{""text"":""Throw an error inside the callback"",""is_correct"":false}]",javascript,"[""TIMERS"",""INTERVAL""]"
eb02ebfc-6668-43a9-8209-dff1251871d5,d9d362e9-010f-4505-8d05-fdf2a6abf337,What is the main difference between rest parameters and the `arguments` object?,,"[{""text"":""Rest parameters are a real array, `arguments` is array-like"",""is_correct"":true},{""text"":""They are identical in every way"",""is_correct"":false},{""text"":""Rest parameters work only in arrow functions"",""is_correct"":false},{""text"":""`arguments` can be used in arrow functions, rest cannot"",""is_correct"":false}]",javascript,"[""REST_PARAMETERS"",""ARGUMENTS""]"
eb0bf764-5e73-4d0b-9f2d-cfff24105815,7d1541a7-7471-4a49-bb01-512395d5b836,What will this code log?,"let x = 10;
if (true) {
  let x = 20;
  console.log(x);
}
console.log(x);","[{""text"":""`20` then `10`"",""is_correct"":true},{""text"":""`10` then `20`"",""is_correct"":false},{""text"":""`20` then `20`"",""is_correct"":false},{""text"":""`10` then `10`"",""is_correct"":false}]",javascript,"[""SHADOWING"",""BLOCK_SCOPE""]"
eb2dd82e-9fac-477c-8b23-3ebcc6df5d3e,983eefee-33d0-415c-b86a-0b5dac3df2f9,Which statement about `document` vs `window` is correct?,,"[{""text"":""`window` is the global object; `document` represents the DOM of the page"",""is_correct"":true},{""text"":""`document` is the global object; `window` is a child node"",""is_correct"":false},{""text"":""They are aliases of each other"",""is_correct"":false},{""text"":""Only `document` can emit events"",""is_correct"":false}]",javascript,"[""WINDOW"",""DOCUMENT""]"
ec106d6c-1bb6-47fb-9e5c-0a37c19f7922,310f983b-d4b8-402d-9b7a-4c6126d07f03,What will this code log?,"foo();
function foo() {
  console.log(`called`);
}","[{""text"":""`called`"",""is_correct"":true},{""text"":""`ReferenceError`"",""is_correct"":false},{""text"":""`TypeError`"",""is_correct"":false},{""text"":""Nothing"",""is_correct"":false}]",javascript,"[""DECLARATION"",""HOISTING""]"
ec2840af-7551-4ef0-9c3c-81a52294f4f6,983eefee-33d0-415c-b86a-0b5dac3df2f9,What will this code do?,"window.addEventListener(`resize`, () => {
  console.log(`resized`);
});","[{""text"":""Log `resized` every time the window is resized"",""is_correct"":true},{""text"":""Resize the window to a default size"",""is_correct"":false},{""text"":""Run once when the page loads"",""is_correct"":false},{""text"":""Throw an error because `resize` is reserved"",""is_correct"":false}]",javascript,"[""WINDOW"",""EVENTS""]"
ec7ed23b-4c7f-41f0-beaf-7cc87c7603fc,9759a2f9-6ab9-4cc8-8324-b646dd95c461,What is the inferred type of `value`?,let value = `hello`;,"[{""text"":""`string`"",""is_correct"":true},{""text"":""`any`"",""is_correct"":false},{""text"":""`unknown`"",""is_correct"":false},{""text"":""`never`"",""is_correct"":false}]",typescript,"[""INFERENCE"",""STRING""]"
ed035e90-9536-4cd3-bae5-17a874054f1a,67089f81-ecc6-4f20-8680-e12509b694d8,What will this code log?,"const obj = {};
console.log(typeof obj);","[{""text"":""`object`"",""is_correct"":true},{""text"":""`function`"",""is_correct"":false},{""text"":""`array`"",""is_correct"":false},{""text"":""`null`"",""is_correct"":false}]",javascript,"[""OBJECTS"",""TYPEOF""]"
ed1923ca-e789-4b5d-819e-4e8fecbdaffc,d9537b41-8ea2-4900-96b7-3584192a082d,Which object represents a point in time in JavaScript?,,"[{""text"":""`Date`"",""is_correct"":true},{""text"":""`Time`"",""is_correct"":false},{""text"":""`Clock`"",""is_correct"":false},{""text"":""`Moment`"",""is_correct"":false}]",javascript,"[""DATE""]"
edf373b6-349a-4f2a-98c6-673e07da169d,310f983b-d4b8-402d-9b7a-4c6126d07f03,Which form is most convenient when passing a short callback (for example to `map` or `forEach`)?,,"[{""text"":""Arrow function"",""is_correct"":true},{""text"":""Named function declaration"",""is_correct"":false},{""text"":""Function expression with `function`"",""is_correct"":false},{""text"":""Generator function"",""is_correct"":false}]",javascript,"[""CALLBACKS"",""ARROW_FUNCTIONS""]"
ee228bf7-378b-4381-a79d-65bc1acf2149,762caa41-9401-4119-b7b0-f2ed5a6c6cda,Which method is best for checking if **all** elements match a condition?,,"[{""text"":""`every`"",""is_correct"":true},{""text"":""`some`"",""is_correct"":false},{""text"":""`filter`"",""is_correct"":false},{""text"":""`reduce`"",""is_correct"":false}]",javascript,"[""EVERY"",""PREDICATE""]"
f0f58c55-ab70-4e7a-a4dc-5980bc941c69,23216e88-1946-4c6d-8e2f-c4e2235bec62,What will this code log?,"function outer() {
  let x = 10;
  function inner() {
    console.log(x);
  }
  x = 20;
  return inner;
}
const fn = outer();
fn();","[{""text"":""`20`"",""is_correct"":true},{""text"":""`10`"",""is_correct"":false},{""text"":""`undefined`"",""is_correct"":false},{""text"":""`ReferenceError`"",""is_correct"":false}]",javascript,"[""CLOSURES"",""MUTATION""]"
f2e664d0-e039-4030-902e-2c84560a57bc,983eefee-33d0-415c-b86a-0b5dac3df2f9,Which property gives you the current URL of the page?,,"[{""text"":""`window.location.href`"",""is_correct"":true},{""text"":""`document.url`"",""is_correct"":false},{""text"":""`window.href`"",""is_correct"":false},{""text"":""`document.location`"",""is_correct"":false}]",javascript,"[""LOCATION"",""URL""]"
f5009bf1-6055-4a35-b2f6-3549ffc55b78,762caa41-9401-4119-b7b0-f2ed5a6c6cda,Which loop is **not** safe for iterating over arrays with extra properties on the prototype?,,"[{""text"":""`for...in`"",""is_correct"":true},{""text"":""`for` with index"",""is_correct"":false},{""text"":""`for...of`"",""is_correct"":false},{""text"":""`forEach`"",""is_correct"":false}]",javascript,"[""LOOPS"",""FOR_IN""]"
f7dc93ed-0252-446e-b32d-86e481ff920a,0497829e-f4d0-4074-9af4-7ef069f3240f,Which syntax creates an intersection type?,,"[{""text"":""type A = B & C;"",""is_correct"":true},{""text"":""type A = B | C;"",""is_correct"":false},{""text"":""type A = B && C;"",""is_correct"":false},{""text"":""type A: B & C;"",""is_correct"":false}]",typescript,"[""INTERSECTION""]"
f852742b-dc95-4c4d-b685-87d1a2812a68,d89d3f51-2c37-44f6-9dfd-a01dce363be8,What will this code log?,"const obj = {
  value: 5,
  arrow: () => console.log(this.value)
};
obj.arrow();","[{""text"":""`undefined` in most cases"",""is_correct"":true},{""text"":""`5`"",""is_correct"":false},{""text"":""`ReferenceError`"",""is_correct"":false},{""text"":""`null`"",""is_correct"":false}]",javascript,"[""ARROW_FUNCTIONS"",""THIS""]"
f8a7a39f-046d-4a42-a871-df992ae41845,cfafc13a-b24f-4293-842d-b16f35cbfa36,Which method removes the **first** element and returns it?,,"[{""text"":""`shift`"",""is_correct"":true},{""text"":""`pop`"",""is_correct"":false},{""text"":""`unshift`"",""is_correct"":false},{""text"":""`slice`"",""is_correct"":false}]",javascript,"[""SHIFT"",""MUTATION""]"
f9f7066c-4bbd-48f4-8bd6-f73f0f7c7a66,9ca2f9a2-4802-4d54-b7c1-dd1a10dda632,Which syntax correctly uses the spread operator in a function call?,,"[{""text"":""sum(...numbers)"",""is_correct"":true},{""text"":""sum(numbers...)"",""is_correct"":false},{""text"":""sum(..numbers)"",""is_correct"":false},{""text"":""sum(...numbers, 4)"",""is_correct"":false}]",javascript,"[""SPREAD"",""FUNCTION_CALL""]"
fafea206-6659-427b-bacd-b179f5626dc9,0497829e-f4d0-4074-9af4-7ef069f3240f,How do you extend an interface?,"interface User { id: number; }
interface Admin extends User { role: string; }","[{""text"":""Using `extends` between interfaces"",""is_correct"":true},{""text"":""Using `&` between interfaces"",""is_correct"":false},{""text"":""Using `implements`"",""is_correct"":false},{""text"":""You cannot extend interfaces"",""is_correct"":false}]",typescript,"[""INTERFACES"",""EXTENDS""]"
fc603437-d8ea-4d6a-8cfc-a32f537e11b3,9ca2f9a2-4802-4d54-b7c1-dd1a10dda632,What will this code log?,"function sum([a, b]) {
  console.log(a + b);
}
sum([2, 3]);","[{""text"":""`5`"",""is_correct"":true},{""text"":""`23`"",""is_correct"":false},{""text"":""`undefined`"",""is_correct"":false},{""text"":""`NaN`"",""is_correct"":false}]",javascript,"[""ARRAY_DESTRUCTURING""]"
